,company_name,job,location,salary,duration,desc
351,Vahan Technologies India Private Limited,Field Sales,Raipur ,"₹ 10,000 - 15,000 /month ",6 Months,"
                1. Escalation handling: Help partners resolve day to day escalations on candidate onboarding and payout related issues
2. Market visits: Conduct visits and meet partners in their office to build trust and stronger relationships, identify new opportunities to grow monthly placements.
3. Lead communication: Assist in initial outreach to potential leads by conducting demo calls in-person meetings
4. Proposal support: Collaborate with the sales team to create pitch decks and proposals tailored to client needs.
5. Data analysis: Analyze sales data to track lead progress and conversion rates, generating weekly reports.
6. Growth partner: Be a growth partner for new vendors by guiding them in team hiring, lead sourcing and productivity improvement                "
352,MIX-DESIGN,Architecture,"Pune, Pimpri-Chinchwad ","₹ 5,000 - 15,000 /month ",6 Months,"
                1. Researching about the problem given and preparing a concept design schematic. 
2. SketchUp modelling of Planned Schemes. 
3. Picking a new software and developing a new skill set around it.                "
353,ESEDS School Of Design,Fashion Design,Kolkata ,"₹ 3,000 /month ",6 Months,"
                Are you passionate about fashion and looking to gain hands-on experience in the industry? Join us as a Fashion Design intern! 

As a member of our team, you will have the opportunity to work alongside experienced professionals and contribute to the creation of innovative and stylish designs. If you have a strong knowledge of Adobe Photoshop, Fashion Designing, Fashion illustration, Fashion Styling, CorelDRAW, and Adobe Illustrator, we want to hear from you! 

Selected intern’s day-to-day responsibilities include:

1. Assist in the development of new designs and concepts
2. Create detailed fashion illustrations and technical drawings
3. Collaborate with the design team to bring ideas to life
4. Participate in brainstorming sessions and trend research
5. Assist in the preparation for fashion shows and photo shoots
6. Work on creating mood boards and presentations
7. Support the team in various day-to-day tasks and projects 

Don't miss out on this exciting opportunity to kickstart your career in the fashion industry. Apply now and showcase your creativity and skills.                "
354,TIME TOURS,Operations,Kolkata ,"₹ 5,000 - 7,500 /month ",5 Months,"
                1. Curating smart, cost-effective travel solutions that blend comfort, adventure, and value 
2. Deep-diving into travel trends to uncover hidden gems, unique experiences, and emerging destinations  
3. Crafting detailed, wanderlust-worthy itineraries and discovering offbeat spots that excite the modern-day explorer
4. Leveraging AI tools to supercharge research, content planning, and trend spotting
5. Showcasing your creativity by featuring in explainer videos and fun, high-energy social media reels
6. Getting hands-on exposure across different verticals of travel and tourism—from planning to content to client experiences                "
355,Herbocleanz,Business Development (Sales),Dehradun ,"₹ 10,000 - 15,000 /month ",1 Month,"
                Are you a go-getter with a passion for sales and marketing? Herbocleanz is looking for a dynamic Business Development (Sales) intern to join our team! As an intern, you will have the opportunity to showcase your skills in English Proficiency (Spoken), Email Marketing, and Social Media Marketing while gaining valuable experience in the cleaning industry.

Key Responsibilities:
1. Assist in developing and implementing sales strategies to drive business growth.
2. Conduct market research to identify potential customers and industry trends.
3. Collaborate with the marketing team to create engaging email campaigns and social media content.
4. Build and maintain strong relationships with clients and partners.
5. Assist in managing and updating CRM system to track sales leads and opportunities.
6. Participate in sales meetings and presentations to pitch Herbocleanz products and services.
7. Provide regular updates and reports on sales activities and progress to the sales team.

If you're a motivated individual with a keen eye for detail and a knack for communication, we want to hear from you! Join us at Herbocleanz and take your sales and marketing skills to the next level. Apply now and kickstart your career in business development!                "
356,NxtJob,Business Development,Work from home ,"₹ 2,000 /month ",2 Months,"
                1. Assist in identifying and pursuing new sales opportunities, supporting the development and execution of sales strategies, and enhancing outreach efforts to generate leads and increase client engagement.
2. Conduct market research on industry trends, customer needs, and competitor activity to provide valuable insights that help the team tailor sales approaches and improve client acquisition strategies.
3. Monitor the effectiveness of sales campaigns, track key performance metrics, and analyze results to identify areas for improvement and adjust strategies to maximize success.
4. Collaborate with the sales team to develop and implement innovative sales strategies that enhance customer satisfaction, increase revenue, and improve the overall sales experience.                "
357,HiTechEcom,Video Editor,Work from home ,"₹ 3,000 /week ",3 Months,"
                As a Video Editor intern at HiTechEcom company, you will have the opportunity to showcase your creativity and skills in editing videos using Final Cut Pro and Adobe Premiere Pro. You will also be responsible for implementing effective Facebook and Instagram marketing strategies to engage our audience and increase brand awareness. Additionally, your expertise in Canva will be utilized to create visually appealing graphics for our social media platforms. 

1. Edit and produce high-quality videos for various marketing campaigns
2. Collaborate with the marketing team to develop innovative video content
3. Implement Facebook and Instagram marketing strategies to drive engagement and traffic
4. Analyze and report on the performance of social media campaigns
5. Create eye-catching graphics and visuals using Canva
6. Stay up-to-date on industry trends and best practices in video editing and social media marketing
7. Assist in other marketing initiatives as needed to support the overall goals of the company. 

If you are passionate about video editing, social media marketing, and creating compelling content, we want you to join our team and help us take our brand to the next level! Apply now to be a part of our dynamic and innovative company.                "
358,Ambition Vista,Sales & Communication Manager,Work from home ,"₹ 5,900 - 10,000 /month ",3 Months,"
                About the company :

Ambition Vista is a website development company seeking enthusiastic and confident interns to help us communicate with verified potential clients and close deals. Unlike traditional lead generation, you will not search for leads—we’ll provide them directly.

Your role is to connect, engage, and build trust with potential clients, and then convert these conversations into actual business deals. We are especially interested in MBA, BBA, or non-technical background students who have good communication skills. Candidates with technical degrees like B. Tech, BCA, or similar are strictly prohibited from applying, as this role is not for them.

Preference will be given to candidates who already have some sales or client-facing experience and can confidently close deals.



1. Contacting verified potential clients (provided by Ambition Vista) via WhatsApp, calls, or messages.
2. Engaging in professional conversations to build trust and interest in our website development services.
3. Explaining our offerings clearly and persuasively to decision-makers.
4. Recording client responses, queries, and outcomes in an organized format.
5. Following up with interested clients consistently.
6. Working with the core team to improve communication scripts and strategies.
7. Meeting weekly communication and deal-closing targets.

Stipend & Incentives:

1. ₹5,000/month base stipend
2. If 2 or more projects are closed in a month, you will receive the ₹5,000 base stipend + 10% incentive per project (starting from the first one closed)
3. No upper cap on earnings—the more deals you close, the more you earn

Who Can Apply:

1. MBA, BBA, or non-technical background students
2. Not from technical backgrounds like B. Tech, BCA, MCA, or similar (strictly prohibited)
3. Good spoken and written communication skills
4. Confident in client interaction and closing deals
5. Preferably have prior experience in client communication/sales/business development
6. Have a smartphone, SIM, and internet connection for daily outreach

Perks:

1. Certificate of completion (after 3 months)
2. Letter of recommendation for top performers
3. Flexible work hours
4. Free Udemy Courses for selected candidates
5. Hands-on experience in real-world client communication & deal closing                "
359,InAmigos Foundation,Graphic Design,Work from home ,"₹ 1,500 - 3,500 /month ",2 Weeks,"
                1. Creating graphics, illustrations, and other visual content for digital and print media, such as social media posts
2. Working with marketing, content, and development teams
3. Assisting in the brainstorming and conceptualization of new design ideas and creative concepts
4. Raising funds for the betterment of society

Note: For the stipend, interns have to raise donations                "
360,Times Internet,Product Operations,Gurgaon ,"₹ 14,000 - 15,000 /month ",6 Months,"
                Times Pixel is looking for a detail-oriented, process-driven Operations Intern to support and streamline operational workflows that align with our product goals. As an intern, you will assist in coordinating with cross-functional teams and contribute to various product operations initiatives to improve efficiency and execution across the board.

Selected intern’s day-to-day responsibilities include:

1. Collaborate with teams across product, marketing, alliances, and design to help launch and manage offers and campaigns on the platform.
2. Support the implementation of product-related changes via internal CMS and database tools.
3. Help maintain operational systems and ensure smooth execution of ongoing platform offers.
4. Analyze operational and performance data to surface trends and actionable insights.                "
361,Flipspaces,Human Resources (HR),Mumbai ,"₹ 8,000 - 10,000 /month ",3 Months,"
                1. Manage recruitment, selection and on-boarding process.
2. Responsible for End to End Recruitment.  
3.Maintains the work structure by updating job requirements and job descriptions     for all positions. 
4. Sourcing candidates on various job portals and social media platforms like Naukri, Shine, LinkedIn, Internshala, Indeed etc. 
5. Briefing the shortlisted candidate about the company, job responsibilities, salary and other benefits of the job to ensure the clarity.                 "
362,Agarwal Packers & Movers Limited,Warehouse,Mumbai ,"₹ 6,000 - 10,000 /month ",6 Months,"
                1. Support warehouse marketing initiatives and promotional campaigns.
2. Assist in lead generation, client mailers, and follow-ups with prospects.
3. Prepare and deliver sales presentations to clients.
4. Participate in client visits and relationship-building activities.
5. Maintain client databases and track business development activities.
6. Conduct market research and provide insights to support business development.
7. Coordinate with internal teams for quotations, proposals, and client support.
8. Assist in preparing business performance reports and marketing materials.                "
363,Times Internet,Delegate Acquisition,Mumbai ,"₹ 9,000 - 10,000 /month ",6 Months,"
                • Work from Office role
• Location - Mumbai CST Office Bennett, Coleman & Co. Ltd., The Times Of India Building, Dr DN Road, Fort, Mumbai - 400001 (Opposite CST Station)
• Working Days - Mon to Fri
• Office Timings - 9:30AM to 6PM
• Duration - 6 Months
• Stipend - 10,000/- per month
• Candidate must have a laptop for this internship

At Times Internet, we build premium digital products that simplify and enhance the everyday lives of people. We are India's largest digital products company with a presence in a wide range of categories across news, entertainment, marketplaces, and transactions. Many of our products are market leaders & iconic brands in their own right. TOI, ET, Indiatimes, NBT, ET Money,TechGig, and Cricbuzz, among others, are products that bring you closer to your interests and aspirations. We are excited by new possibilities and look forward to bringing new products, ideas, and technologies that help people make the most of every day.

Build a career of purpose & passion with Times Internet.

Website: http://www.timesinternet.in



1. • Conduct thorough research to identify potential VIP delegates, including industry leaders,executives, and key decision-makers.
2. • Maintain an up-to-date database of potential VIP delegates with detailed profiles.
3. • Develop and execute targeted outreach strategies to engage potential VIP delegates through phone calls, emails, and social media.
4. • Establish and maintain strong relationships with potential and confirmed VIP delegates.
5. • Serve as the main point of contact for VIP delegates, ensuring their needs and expectations are met.
6. • Coordinate with the event management team to ensure VIP delegates receive all necessary information and support.
7. • Follow up with potential VIP delegates to secure their attendance. Confirm attendance and ensure all necessary details are communicated and documented.                "
364,Delhivery,Logistics And Operations,Hyderabad ,"₹ 15,000 /month ",2 Months,"
                1. Floor Processing
2. Bagging and scanning.
3. Coordinating with off-roll blue-collar employees.                "
365,Physics Wallah,Architecture,Noida ,"₹ 15,000 - 18,000 /month ",6 Months,"
                1. Working on AutoCAD drawings, layouts, and 3D models for architectural projects.
2. Assisting in the design development, detailing, and structuring of architectural plans.
3. Coordinating with the design team to ensure accuracy and timely delivery of drawings.                "
366,NoBroker Technologies Solutions Private Limited,Business Development (Sales),"Pune, Mumbai, Noida ","₹ 15,000 /month ",6 Months,"
                As a Business Development (Sales) intern at NoBroker Technologies Solutions Private Limited, you will have the opportunity to work in a dynamic and fast-paced environment where you can hone your B2B sales skills and English proficiency. You will be a key player in driving growth and revenue for the company through prospecting, building relationships, and closing deals with potential clients. 

Key Responsibilities:
1. Conduct market research to identify potential clients and industries for sales opportunities.
2. Reach out to leads through cold calling, email campaigns, and networking events to schedule meetings and presentations.
3. Present product demos and value propositions to clients to showcase the benefits of our solutions.
4. Negotiate and close deals with clients to achieve sales targets and quotas.
5. Collaborate with the marketing team to develop strategies for lead generation and sales campaigns.
6. Provide regular updates and reports on sales progress and pipeline to the sales manager.
7. Continuously improve sales techniques and product knowledge through training and feedback sessions. 

If you are a driven and ambitious individual looking to kickstart your career in sales, this internship is the perfect opportunity for you to gain hands-on experience and make a real impact in the business development team. Join us at NoBroker Technologies Solutions Private Limited and take the first step towards a successful sales career!                "
367,Amar Ujala,Product Management,Noida ,"₹ 20,000 - 25,000 /month ",6 Months,"
                1. Define and establish the product vision, goals, roadmap, supporting business metrics, and success indicators for digital products across platforms.
2. Grow our digital business by increasing engagement and revenue while improving customer experience and developing workflow efficiencies.
3. Should be data-obsessed. Derive insights from data and use the same for product improvements and iterations.
4. Your product strategy and vision are most effective when they are substantiated with real user interactions and data analytics.
5. Proven ability to evaluate new technologies, articulate customer insights, test, learn, and make clear, analytical recommendations.
6. Product ownership and project management throughout the product lifecycle from initial concept, scope, design, development, to final delivery and post-launch follow-up.
7. Collaborate with developers on product development and validate technical design against product requirements.
8. Drive large-scale products to success by working cross-functionally with the product, design, technology, editorial, and marketing teams.
9. Develop product strategies and articulate vision through detailed product specifications, including feature lists, product requirements, user stories, flows, and wireframes.
10. Gather and manage product feedback through surveys, concept testing, analytics tools, and A/B testing.
11. Be the customer-expert and solve customer problems; be fully knowledgeable of pain points experienced by customers and work with the team to identify opportunities for improvement.                "
368,TATA Trent,Data Analytics,Mumbai ,"₹ 10,000 /month ",6 Months,"
                1. Data collation
2. Data analysis on Excel & Power Bi 
3. Dashboards                "
369,CARS24,Sales,Delhi ,"₹ 40,000 /month ",3 Months,"
                1. Customer Interaction: Greet and engage with customers, understanding their needs and preferences to recommend suitable pre-owned vehicles. 
2. Support: Provide clear communication and assist customers in resolving basic issues. Product Knowledge: Learn and share insights about car-related processes and services. 
3. Sales Exposure: Get hands-on experience in customer engagement, up-selling, and cross-selling. 
4. Documentation Assistance: Support in explaining required documents and processes to customers.                "
370,Waaree Energies Limited,E-commerce Executive,Mumbai ,"₹ 6,000 - 10,000 /month ",6 Months,"
                We are looking for an intern to support our e-commerce operations team in managing post-order issues. The intern will be responsible for raising and monitoring A-to-Z Guarantee claims on Amazon, tracking courier deliveries, and maintaining accurate records of disputes and resolutions.



1. Track courier partner shipments daily using tracking IDs and portals.
2. Record delivery status and escalate discrepancies (e.g., “delivered but not received”) with courier support.
3. Assist in raising A-to-Z Guarantee claims on Amazon Seller Central with supporting documentation.
4. Compile and maintain claim trackers (Excel/Google Sheets) with order details, tracking status, and claim updates.
5. Communicate with internal teams for documents (PODs, courier tickets, and buyer messages).
6. Follow up on open claims and update the status to the supervisor regularly.
7. Prepare summary reports of claim status and courier escalations.                "
371,Confederation Of Indian Industry (CII),Business Development (Sales),"Chennai, Coimbatore ","₹ 10,000 - 12,000 /month ",2 Months,"
                1. Follow up on promotional activities.
2. Execute marketing activities for the program.
3. Manage social media marketing using the leads provided.
4. Coordinate with the exhibitors for payments and other activities.                "
372,Marpu Foundation,Anchoring,Work from home ,"₹ 1,500 - 2,000 /month ",2 Weeks,"
                As a Hosting intern at Marpu Foundation, you will have the opportunity to showcase your skills in effective communication while gaining valuable experience in event planning and execution. You will work closely with our team to ensure seamless coordination and delivery of various events, providing exceptional service to our guests and partners. 



1. Assist in planning and organizing events, including scheduling, coordinating vendors, and managing logistics.
2. Communicate with guests and partners to gather event requirements and ensure their needs are met.
3. Coordinate event setup, including arranging seating, decorations, and other necessary preparations.
4. Serve as a point of contact during events, addressing any issues or concerns that may arise.
5. Assist in post-event evaluation and feedback collection to improve future events.
6. Collaborate with team members to brainstorm creative ideas and concepts for upcoming events.
7. Provide general administrative support to the Hosting team, including maintaining event databases and records.

Note: Payment of 2k per event will be provided after successful event coordination and facilitation.

If you are a proactive and detail-oriented individual with a passion for event management and excellent communication skills, we invite you to join our dynamic team at Marpu Foundation and make a meaningful impact in our community. Apply now and embark on an exciting journey with us!                "
373,Marpu Foundation,Content Writing,Work from home ,Unpaid ,1 Month,"
                Are you a talented wordsmith looking to gain experience in content writing? Marpu Foundation is seeking a dynamic Content Writing intern to join our team! As an intern, you will have the opportunity to work on exciting projects, enhance your writing skills, and make a real impact in the nonprofit sector.



1. Create engaging and informative content for our website and social media platforms.
2. Conduct research and interviews to develop compelling stories and articles.
3. Collaborate with team members to brainstorm creative ideas and strategies.
4. Edit and proofread content to ensure accuracy and consistency.
5. Assist with content planning and scheduling to meet deadlines.
6. Stay up-to-date on industry trends and best practices in content writing.
7. Contribute to the overall success of the foundation through your writing skills and creativity.

If you are passionate about writing, have a strong command of the English language, and are eager to learn and grow, we want to hear from you! Join us at Marpu Foundation and make a difference through the power of words. Apply now and take the first step towards a rewarding career in content writing.                "
374,Marpu Foundation,Social Media Marketing,Work from home ,Unpaid ,1 Month,"
                Are you passionate about making a difference in the world through social media? Join Marpu Foundation as a social media impact intern and help us amplify our message of positive change! As an intern, you will have the opportunity to work closely with our marketing team to create engaging content, grow our online presence, and drive meaningful impact in the community. 



1. Developing and implementing social media campaigns to increase brand awareness and engagement.
2. Creating and scheduling compelling posts across various platforms to reach our target audience.
3. Monitoring social media analytics and providing insights for optimization.
4. Collaborating with team members to brainstorm creative ideas for content and initiatives.
5. Engaging with followers and responding to comments and messages promptly.
6. Staying up-to-date on industry trends and best practices for social media marketing.
7. Assisting with other marketing initiatives and projects as needed.
8. Writing reviews and managing comments and likes on all the social media profiles of our organization.

If you are a proactive and creative individual with a strong understanding of social media marketing, apply now to be part of our team and make a real impact with the Marpu Foundation!                "
375,Michael Page International Recruitment,Recruitment Intern,Mumbai ,"₹ 7,000 - 12,000 /month ",3 Months,"
                Are you ready to kickstart your career in recruitment with a global leader in talent placement? Michael Page International Recruitment is seeking a dynamic and motivated Recruitment Intern to join our team. 

Key responsibilities:

1. Utilize your knowledge of recruitment to support the team in sourcing top talent for our clients.
2. Hone your cold calling skills to engage with potential candidates and build relationships.
3. Conduct in-depth research to identify potential candidates and industry trends.
4. Analyze recruitment data to optimize our strategies and improve outcomes.
5. Collaborate with the team to create and implement innovative recruitment solutions.
6. Assist with candidate interviews and assessments to ensure a strong fit for both parties.
7. Gain hands-on experience in all aspects of the recruitment process and contribute to the success of our team.

If you are passionate about recruitment, enjoy the thrill of cold calling, and have a knack for research and analytics, this is the perfect opportunity for you to grow and excel in the industry. Join us at Michael Page International Recruitment and take the first step towards a rewarding career in talent acquisition. Apply now!                "
376,VRO Hospitality,Human Resources (HR),Bangalore ,"₹ 10,000 - 15,000 /month ",6 Months,"
                1. Assist with the recruitment process by posting job openings, screening resumes, and scheduling interviews.
2. Support the onboarding process by preparing new hire paperwork and facilitating orientation sessions.
3. Assist with employee relations by addressing employee questions and concerns and maintaining HR records.
4. Help coordinate training and development initiatives for employees at all levels of the organization.
5. Collaborate with HR team members on special projects and initiatives to enhance the employee experience.
6. Assist with benefits administration, including enrollment, changes, and inquiries from employees.
7. Participate in HR meetings and gain exposure to various aspects of the HR function.                "
377,BrandWagon - The Financial Express,Business Research,Noida ,"₹ 5,000 - 7,000 /month ",6 Months,"
                1. Identify potential leads through online research, industry databases, and social media
2. Use tools and methods to find new business opportunities and potential clients
3. Update and maintain lead databases with accurate contact information and interaction history                "
378,Michael Page,Recruitment Consultant,Mumbai ,"₹ 10,000 - 15,000 /month ",3 Months,"
                1. Assisting in sourcing and screening candidates through job portals, LinkedIn, and internal databases.
2. Coordinating interviews, maintaining candidate pipelines, and updating recruitment trackers.
3. Supporting recruiters with client requirements, preparing candidate reports, and handling follow-ups.                "
379,Mahindra Teqo Private Limited,Human Resources (HR),Thane ,"₹ 5,000 - 10,000 /month ",2 Months,"
                Are you a passionate HR enthusiast with excellent data analysis skills and proficiency in MS Office tools? Mahindra Teqo Private Limited is looking for a dynamic HR intern to join our team! As an HR intern, you will have the opportunity to gain hands-on experience in recruitment and talent acquisition in a fast-paced environment.



1. Conducting data analysis to identify trends and patterns in attrition.
2. Using statistical tools and predictive modeling to assess the likelihood of employee turnover.
3. Generating actionable insights to address root causes of attrition.
4. Collaborating with HR teams, departmental heads, and leadership to understand employee concerns and organizational challenges.
5. Designing and maintaining dashboards or reporting systems to monitor attrition metrics.
6. Presenting data-driven recommendations to stakeholders.

If you are a proactive and detail-oriented individual looking to kickstart your career in HR, apply now to be a part of our innovative team at Mahindra Teqo Private Limited!                "
380,S Singh,Law/Legal,Work from home ,Unpaid ,3 Months,"
                Selected intern’s day‑to‑day responsibilities include:

1. Conduct thorough legal research on statutes, case law, and regulations to support attorneys.
2. Draft pleadings, contracts, notices, and other legal documents with clarity and precision.
3. Analyze legal proceedings and file materials, maintain case files, and assist in case management tasks.
4. Generate detailed reports and maintain accurate case records and deadlines.                "
381,The Indian Express Private Limited,Recruitment,Mumbai ,"₹ 15,000 /month ",6 Months,"
                1. Assist in sourcing and screening candidates through job portals, social media, and referrals
2. Schedule and coordinate interviews with shortlisted candidates
3. Communicate with candidates professionally via phone, email, and messages
4. Maintain and update candidate databases and trackers
5. Support HR team in day-to-day recruitment activities
6. Help with documentation and onboarding processes

Interested candidate share your CV on sayaliindianexpress@gmail.com                "
382,Black Belt Commandos Security Systems,Human Resources (HR),Secunderabad ,"₹ 2,000 - 5,000 /month ",3 Months,"
                1. Entering and maintaining guard enrolment forms
2. Organizing client-wise unit files
3. Cleaning and standardizing existing HR and operations data
4. Filing and storing documents securely in our digital systems                "
383,Prologic,Business Development (Sales),Rajkot ,"₹ 5,000 /month ",6 Months,"
                1. Research potential clients and market trends
2. Reach out to leads via email, LinkedIn, and other platforms
3. Assist in preparing proposals, presentations, and basic documentation
4. Follow up with prospects and maintain communication logs
5. Maintain and update CRM or lead tracking tools
6. Coordinate with internal teams for the timely delivery of client requirements
7. Attend internal meetings to understand project progress and offerings
8. Learn about company services and contribute ideas for outreach strategies
9. Handle basic administrative tasks related to business development
10. Report daily progress to the senior business development manager or team lead                "
384,Greater Than Educational Technologies,Graphic Designer - MS-PowerPoint,Hyderabad ,"₹ 14,001 - 15,002 /month ",3 Months,"
                1. Create power point presentations with Animations and transitions
2. Coordinate with stake holders on a daily basis as per requirement
3. Update daily work on the sheets                "
385,Times Internet,Social Media,Gurgaon                                                                (Hybrid),                                        ,"₹ 9,000 - 10,000 /month ","
                Hybrid role - 3 Days Work from Office
Location - Ecstasy IT Park, Times Internet Limited, Ecstasy IT Park, Plot 391, Phase III, Udyog Vihar, Sector 20, Gurugram
Working Days - Tuesday to Saturday
Office Timings - 9:30AM to 6PM
Duration - 6 Months
Stipend - 10,000/- per month
Candidate must have a laptop for this internship


About Times Internet

At Times Internet, we create premium digital products that simplify and enhance the lives of millions. As India’s largest digital products company, we have a significant presence across a wide range of categories, including News, Sports, Fintech, and Enterprise solutions.

About the Role:

We’re on the lookout for a creative, internet-savvy Social Media Intern who eats, sleeps, and breathes content. If you have a knack for spotting quirky, trending stories before they go viral, and love crafting content that Gen Z actually wants to engage with, this role is for you. You’ll help amplify our brand presence across platforms, especially Instagram, by contributing fresh ideas and thumb-stopping content.



1. Monitor pop culture, current affairs, and social trends to spot stories that resonate with young audiences
2. Contribute fun, witty, and relatable content ideas for Instagram posts, Reels, and Stories
3. Assist in writing catchy captions and creating basic designs using Canva                "
386,Apollo Home Healthcare Limited,Human Resources (HR),Hyderabad ,"₹ 2,000 - 5,000 /month ",6 Months,"
                1. Support with the recruitment process. 
2. Work on vendor management. 
3. Recruit health care profiles, i.e, nurses, support staff.                "
387,IIT Delhi- Rendezvous,Campus Ambassador,Work from home ,Performance Based ,1 Month,"
                The campus ambassador's day-to-day responsibilities include:

1. Promoting Rendezvous events across your college through various channels like social media, posters and word of mouth.
2. Encouraging participation in events, workshops, competitions, and performances
3. Providing accurate information about Rendezvous to potential participants
4. Assisting students with the registration process
5. Familiarizing yourself with event details and benefits to encourage participation                "
388,The House Of Rare,Photography,Bangalore ,"₹ 10,000 - 15,000 /month ",6 Months,"
                1. Assist in product, fashion, and campaign shoots (studio and lifestyle).
2. Support in setting up lighting, backdrops, and other studio equipment.
3. Capture high-quality images under guidance from the senior photographer.
4. Maintain uniformity in imagery across men, women, and kids wear categories.
5. Work with the studio team to ensure accuracy in garment colors, ironing, and presentation.
6. Support in image selection, cropping, and basic editing as required.
7. Coordinate with designers and stylists to align photography with the collection vision.
8. Maintain shoot logs and equipment inventory.
Requirements
1. Pursuing or recently completed a degree/diploma in Photography, Visual Arts, Media, or related field.
2. Basic knowledge of photography equipment, lighting setups, and editing software (Photoshop/Lightroom).
3. Interest in fashion and product photography.
4. Strong attention to detail and willingness to learn.
5. Ability to work in a fast-paced creative environment.
6. Good communication and teamwork skills.                "
389,Greater Than Educational Technologies,Content Writer - Chemistry,Hyderabad ,"₹ 15,000 - 15,002 /month ",3 Months,"
                1. Develop accurate and conceptually sound academic content such as notes, PPTs, scripts, and assessments.
2. Review and refine existing academic content for clarity and correctness.
3. Collaborate with team members and provide subject-specific insights.
4. Maintain consistency in formatting and language as per guidelines.                "
390,Intertek India Private Limited,Human Resources (HR),Mumbai ,"₹ 13,000 - 15,000 /month ",6 Months,"
                1. HR operations
2. Employee engagement
3. Talent acquisition                "
391,Valeo India Private Limited,Mechanical Engineering,Chennai ,"₹ 11,500 - 12,000 /month ",6 Months,"
                1. Provide functional support for the global Product Lifecycle Management (PLM) system
2. Assist in handling CATIA functional support tasks
3. Demonstrate strong communication skills while collaborating with teams and stakeholders                "
392,Scaler,Customer Support Manager,Bangalore ,"₹ 18,000 - 22,000 /month ",6 Months,"
                1. Handle learner support issues efficiently
2. Ensure active engagement by tracking class attendance, monitoring mock interviews and problem-solving progress, and proactively reaching out to inactive learners for re-engagement
3. Build strong relationships with learners to improve the net promoter score                "
393,Times Internet,Production Manager,"Mumbai, Noida ","₹ 8,000 - 10,000 /month ",6 Months,"
                Pre-Production Support:

1. Assist in research, scripting, and preparation of production briefs.
2. Help in arranging logistics: shoot schedules, call sheets, location permissions, and equipment checklists.
3. Support the creative team in mood-boards, shot lists, and storyboarding.

Post-Production Coordination:

1. Assist editors by organizing raw footage, logging files, and maintaining edit timelines.
2. Help in gathering necessary creatives, graphics, or stock elements for the edit.
3. Coordinate feedback loops between creative, client, and editing team.                "
394,Godrej Properties Limited,Residential Project Handover Intern (for Civil B.tech/Diploma),Pune ,"₹ 14,000 - 15,000 /month ",6 Months,"
                1. Conducting Inspections: Thoroughly examining the property to identify issues such as cracks, unfinished paintwork, misaligned fixtures, and other minor defects.
2. Creating a Snag List: Documenting all identified issues in a comprehensive list, which serves as a checklist for the contractor to address.
3. Prioritizing Issues: Categorizing defects based on their severity and impact on the overall quality and safety of the project.
4. Reporting to Stakeholders: Communicating the snag list to engineers and other relevant parties for rectification.
5. Rectification of Identified Issues: Addressing each item on the snag list to meet the required standards.
6. Coordinating with Engineers: Ensuring that responsible parties complete the necessary corrections within the agreed timeline.
7. Conducting Follow-Up Inspections: Re-inspecting the property to verify that all issues have been resolved to satisfaction.
8. Final Quality Assurance: Confirming that the rectified areas meet quality standards and are ready for handover.
9. Flat Cleaning Checking: Checking flat cleaning, customer pre-possession snag points, customer post-possession snag points, key handover, site visits, project readiness, and common area cleaning.
10. Supporting RMs: Supporting RMs in their day-to-day activity for coordination, line-up, possession, etc.                "
395,CureFit Healthcare Private Limited,Market Research,"Ahmedabad, Kolkata, Surat, Kochi, Nagpur ","₹ 15,000 /month ",1 Month,"
                1. Conducting time and motion study at pilot gyms in Mumbai to map equipment usage.
2. Understanding personnel flow to support re-design of gym workout floor area.
3. Collecting data on consumers, competitors, and the marketplace, and consolidating information into actionable items, reports, and presentations.                "
396,Publicis Groupe,Influencer Marketing,Mumbai ,"₹ 13,000 - 15,000 /month ",3 Months,"
                1. Assist in identifying and shortlisting relevant influencers across platforms like Instagram and YouTube
2. Support the team in managing influencer outreach and communications
3. Research trends, content formats, and hooks aligned with pop culture and brand tone
4. Monitor influencer content for quality and brand alignment
5. Generate fresh, social-first content ideas (reels, POVs, trending audio)
6. Help track performance metrics and compile reports on influencer campaigns
7. Stay updated on industry trends, creators, and digital culture                "
397,Pramerica Life Insurance,Executive Assistant,Gurgaon ,"₹ 20,000 - 25,000 /month ",6 Months,"
                1. Supporting in managing schedules, meetings, and travel logistics for senior leadership.
2. Assisting in preparing documents, presentations, and reports.
3. Maintaining and organizing executive files, documents, and communications.
4. Coordinating internal and external meetings, including agendas, minutes, and follow-ups.
5. Handling confidential information with discretion and professionalism.
6. Supporting day-to-day administrative tasks and ad hoc projects as needed.
7. Monitoring and responding to emails on behalf of the executive team when required.                "
398,Imarticus Learning Private Limited,Social Media Marketing,Mumbai ,"₹ 10,000 - 12,000 /month ",3 Months,"
                As a Social Media Marketing intern at Imarticus Learning Private Limited, you will have the opportunity to work with a dynamic team and gain hands-on experience in the field of digital marketing. We are looking for a savvy individual who is well-versed in Social Media Marketing, SEO, Instagram Marketing, and content editing. 

Selected intern’s day-to-day responsibilities include:

1. Develop and implement social media strategies to increase brand awareness and drive engagement.
2. Create and schedule engaging content for various social media platforms.
3. Monitor and analyze social media performance metrics to optimize campaigns.
4. Manage Instagram marketing efforts to grow followers and enhance brand presence.
5. Stay up-to-date on the latest trends and best practices in social media marketing to continuously improve strategies.

If you are passionate about digital marketing and eager to learn and grow in a fast-paced environment, this internship opportunity is perfect for you. Join us at Imarticus Learning and take your first step towards a successful career in social media marketing!                "
